Price,VXX_daily_return,GLD_daily_return,UUP_daily_return,USO_daily_return,QQQ_daily_return
Ticker,,,,,
Date,,,,,
2018-02-02,0.12859443013840144,-0.013117887393550687,0.006052878435783837,-0.015105726036447331,-0.019945511666096927
2018-02-05,0.33515989794958556,0.002531843471552664,0.004297418354691107,-0.020705483503006716,-0.039426512483346055
2018-02-06,-0.01696305223091077,-0.010496423649786535,0.002139420406586101,-0.005481648080597923,0.026498763819951865
2018-02-07,0.03302717666491106,-0.004705665583148222,0.007685772383488887,-0.02598424635135088,-0.012937952020161347
2018-02-08,0.2388863756385593,0.0015225774502147793,0.0,-0.02263538686835942,-0.04219461814493075
2018-02-09,-0.08880031712176872,-0.0016803225174144565,0.0008474093918231507,-0.019024027544070177,0.01726963183544994
2018-02-12,-0.034407310744579145,0.004808897328354433,-0.0033868609703330277,0.002529568930351278,0.017744458936252094
2018-02-13,-0.011946406291901246,0.0056632293923437604,-0.005522621901759006,-0.0016821242376922063,0.0051616888832237695
2018-02-14,-0.11444656115825558,0.017052616317100977,-0.007689055673952727,0.026116295080494734,0.018723627448491875
2018-02-15,-0.023069669321958197,0.001169844500285011,-0.004304818523575782,0.012315239308042791,0.01856415033039238
2018-02-16,0.014939733298428015,-0.003271582663696204,0.006917697960851177,0.004055165534813332,-0.004465685950323706
2018-02-20,0.040835737519477666,-0.013441710167313103,0.006440306980010746,0.0008077729232143227,0.002000008352387672
2018-02-21,0.015054740992585192,-0.004594377467322608,0.003839701563771447,-0.008071055585048392,-0.0028430607586470424
2018-02-22,-0.013033749012464901,0.005093103382117992,-0.0033999088670692013,0.024410105098945145,-0.00012130970152957055
2018-02-23,-0.07809646251086999,-0.0012668539845070992,0.002132215816095684,0.014297085225911,0.020448997566706595
2018-02-26,-0.02988399231935379,0.0024575674654647717,-0.0012765699435685063,0.007047705222192002,0.013260399484872565
2018-02-27,0.07968434738763142,-0.01043890649807222,0.006391008286930733,-0.016329707912389857,-0.012383027093806787
2018-02-28,0.041263853013354446,-0.0010388975966705294,0.0029637484760105526,-0.022134366910259495,-0.006417179091541936
2018-03-01,0.06884060068006304,-0.0022399902343750444,-0.0033771321451920855,-0.0016167747998691029,-0.016326789114311402
2018-03-02,-0.04406783469138975,0.005372018620811936,-0.004235346081847058,0.0016193929936523244,0.009180543116224182
2018-03-05,-0.036790777630959615,-0.0016747674096407872,0.0,0.01778498537301032,0.011084818498125593
2018-03-06,0.005292212312045352,0.010784458146907872,-0.0025521476674911225,-0.0015885986911255978,0.004230690880154375
2018-03-07,-0.01487749442922337,-0.006401624645603676,-0.0008530180085655203,-0.017501934661548035,0.0023138024050199935
2018-03-08,-0.01045540783845822,-0.0023862794212923255,0.006402108562183484,-0.016194393260063333,0.005505368136996758
2018-03-09,-0.10190185811314634,0.0009568071147663115,-0.0012722390443717924,0.02633750276094604,0.01942766402472529
2018-03-12,0.03947708030152164,0.0,-0.0012738596984172013,-0.008019276610132242,0.005312870260046898
2018-03-13,0.023893380358241956,0.0019117242474055995,-0.0025510627521300178,-0.010509306034245158,-0.013614026885508168
2018-03-14,0.021861935879725847,-0.0006360457292980959,0.00042637424131708457,0.003267970800735931,-0.00017494296159681344
2018-03-15,-0.027884612739438763,-0.006364323323672649,0.003834510993652618,0.004886027762329714,-0.0008737480290976762
2018-03-16,-0.02818989684375295,-0.0024019459414951205,0.0025467318221084057,0.017017831081868495,-0.0029733225698197474
2018-03-19,0.10356233521211222,0.0021669685053569143,-0.004233646249193201,0.0,-0.021336135970757786
2018-03-20,-0.019137607489015274,-0.004484705499084418,0.005952417235817631,0.020717149396840995,0.0032914869890254828
2018-03-21,-0.03643627653272541,0.01745640608927701,-0.008030393203163011,0.028883674741530863,-0.004354406728302562
2018-03-22,0.1515003374038637,-0.003953194075975608,0.0012782016573862354,-0.017450720074742576,-0.024682397800779188
2018-03-23,0.059322016775454234,0.012938539529958382,-0.0034043429470754782,0.025482619966523457,-0.02635113878616857
2018-03-26,-0.07400001525878908,0.005250357853935794,-0.004696808579268796,-0.0052710614632337505,0.037158348413351305
2018-03-27,0.07516197839266447,-0.0061584106879087885,0.004718972690687773,-0.009841038157873738,-0.03235991227603341
2018-03-28,0.00632789170612158,-0.01380496145836152,0.008966608875198512,-0.0030581010769374917,-0.011503638461788257
2018-03-29,-0.021858492744193936,0.0004771936450476133,-0.0008463336447539493,0.0038343704663446054,0.018314764952463758
2018-04-02,0.057959186787508,0.011686153191860393,-0.00042347855543090063,-0.026737996744830572,-0.028851603515025248
2018-04-03,-0.04282409749553795,-0.007543604183229413,0.0016948187836465234,0.00549455649577224,0.011253446310076187
2018-04-04,-0.01894394693557644,0.0011876001018218396,-0.0004230344595809177,0.0007805835191236898,0.015769701574437578
2018-04-05,-0.026910463539001506,-0.005140323544257752,0.0038088280990611345,0.000780049073314304,0.005697014932397382
2018-04-06,0.051298297656074965,0.004689954877408642,-0.0037943759732358417,-0.024941519620195307,-0.025023537133312623
2018-04-09,0.0,0.0034021703240154633,-0.0025390942764528246,0.02078339121701811,0.007022913236063744
2018-04-10,0.0,0.0023655815524343815,-0.002545464107608586,0.03758805990836955,0.022062851518474647
2018-04-11,0.0,0.007787899955785216,-0.0008507471620339269,0.015094325227557492,-0.005768793251438642
2018-04-12,-0.034337331539557425,-0.011630613197024187,0.0021285849740999563,0.005204509255852585,0.012041332183831077
2018-04-13,-0.043876078262769846,0.006555000660688037,0.0,0.0022189150854625694,-0.005178267330491426
2018-04-16,-0.05067416353967402,0.0014123209845888773,-0.003398558177785893,-0.012546130915200071,0.0076222781967496545
2018-04-17,-0.0767468996955758,0.0009402393572395251,0.0,0.0022421324898804773,0.02152530860159474
2018-04-18,0.006451666033565839,0.0007827669207129961,0.002131401113706355,0.03504849160154988,0.0020467174279039657
2018-04-19,0.010108477158043083,-0.001955416527053,0.0029773336112866033,-0.007925047245698535,-0.009192185004219366
2018-04-20,0.027825222252431114,-0.007601890535287481,0.005937271440586089,-0.0014524660202458461,-0.015826811855943035
2018-04-23,-0.012111188051255883,-0.007975949843974872,0.006323835971372427,0.012363641912287004,-0.0025261999745537222
2018-04-24,-0.00024034427644081813,0.004855919415812648,-0.0012568747175335515,-0.01724136277318622,-0.021187448795738972
2018-04-25,0.07117093228210702,-0.006496075996334616,0.004194577238851194,0.0029239737544373146,0.0011991781390228162
2018-04-26,-0.04691358447542349,-0.0035085115107064135,0.004594881652683291,0.0036443286998339985,0.0210524299389081
2018-04-27,-0.02437588011608327,0.004241008034887361,-0.0008315535074003844,-0.0029049320404918033,0.0006173304565391113
2018-04-30,-0.009776675600624896,-0.007251025196090666,0.004161319609007119,0.0050983722383382,-0.00709482165943065
